nama,bintang,daerah,kota,wifi,spa,restaurant,kolam_renang,bar,harga,rating,fasilitas,cluster
Hotel Harmoni Tasikmalaya,3,Tawang,Tasikmalaya,1,0,1,0,0,386645,8.7,2,3
DE NANGGELA'Z GUEST HOUSE,0,Tawang,Tasikmalaya,1,0,1,0,0,220107,9.4,2,4
Ramayana Hotel & Restaurant,2,Indihiang,Tasikmalaya,1,0,1,1,0,359504,8.0,3,2
Hotel Wijaya Kusumah,1,Mangkubumi,Tasikmalaya,0,0,0,0,0,214876,7.2,0,4
Hotel Borobudur,0,Cihideung,Tasikmalaya,1,0,1,0,0,247934,2.0,2,4
Taman Yokima Resort,1,Cipatujah,Tasikmalaya,0,1,1,0,0,371901,8.4,2,4
Grand Permata Hotel,3,Bungursari,Purwakarta,1,1,1,1,1,346281,8.6,5,1
Prime Plaza Hotel Purwakarta,5,Bungursari,Purwakarta,1,1,1,1,1,619834,8.9,5,1
The Colorville Alam Sari Wates,0,Darangdan,Purwakarta,0,0,1,1,1,105785,8.2,3,4
Hotel Khalista,2,Babakancikao,Purwakarta,1,1,1,0,0,235537,7.4,3,2
Hotel Khalsa Indah,1,Nageri Kaler,Purwakarta,1,1,1,0,0,262810,8.2,3,4
Grand Situ Buleud by MyHome Hospitality,3,Purwakarta,Purwakarta,1,0,0,1,0,356860,8.4,2,3
D'Cabin Hotel Container Jatiluhur,3,Jatiluhur,Purwakarta,0,0,1,1,0,479339,8.8,2,3
Hotel Permata Purwakarta,2,Bungursari,Purwakarta,1,1,1,0,1,285124,7.7,4,2
La Derra Hotel,1,Sindangkasih,Purwakarta,1,1,1,0,0,261488,8.4,3,4
MP Hotel by MyHome Hospitality,2,Purwakarta,Purwakarta,1,0,0,0,0,182645,3.2,1,3
Hotel Cibatu,1,Cibatu,Purwakarta,1,0,0,0,0,218765,5.8,1,4
Hotel Flamingo,3,Losarang,Indramayu,1,0,1,0,0,289256,5.0,2,3
Wiwi Perkasa I,0,Karanganyar,Indramayu,1,0,0,0,0,165289,7.1,1,4
FITRA Hotel Majalengka,3,Munjul,Majalengka,1,0,1,0,1,454545,8.9,3,2
Sangkan Resort Aqua Park,3,Cilimus,Kuningan,1,0,1,1,1,991736,8.5,4,2
Grand Purnama by Cordela Hotel,3,Kuningan,Kuningan,1,0,1,0,1,351240,9.6,3,2
Resort Prima Sangkanhurip,2,Cigandamekar,Kuningan,1,0,1,1,0,289256,8.0,3,2
Wisma Atensi,2,Purwawinangun,Kuningan,1,0,0,0,0,248929,7.6,1,3
Montana Hotel,3,Cigandamekar,Kuningan,1,0,1,1,1,454545,6.1,4,2
Brits Hotel Karawang,4,Telukjambe Timur,Karawang,1,1,1,1,1,380165,9.0,5,1
Voxstay Karawang,2,Karawang Barat,Karawang,1,0,0,0,0,188430,9.0,1,3
Swiss-Belinn Karawang,3,Karawang Barat,Karawang,1,1,1,1,1,363140,9.0,5,1
PrimeBiz Karawang,3,Cikampek,Karawang,1,0,1,0,0,297521,8.6,2,3
Akshaya Hotel Karawang,3,Telukjambe Timur,Karawang,1,0,1,1,1,373394,9.1,4,2
Hotel Omega Karawang,1,Karawang Barat,Karawang,1,0,1,0,0,243802,7.9,2,4
Mercure Karawang,4,Karawang,Karawang,1,1,0,1,1,437801,9.4,4,1
BATIQA Hotel and Apartments Karawang,3,Ciampel,Karawang,1,1,1,1,1,402893,8.6,5,1
Front One Boutique Karawang,2,Telukjambe Timur,Karawang,1,0,1,0,1,241322,9.6,3,2
Citra Grand Hotel & Residence,4,Telukjambe Barat,Karawang,1,1,1,1,1,386364,7.7,5,1
Amaris Hotel Karawang,2,Telukjambe Timur,Karawang,1,0,1,0,0,293305,8.6,2,3
"Resinda Hotel Karawang, Managed by Padma Hotels",4,Karawang,Karawang,1,0,0,1,0,578512,8.9,2,3
Puri KIIC Golf View Hotel,4,Telukjambe Timur,Karawang,1,1,1,1,1,578512,8.2,5,1
Delonix Hotel,4,Telukjambe Timur,Karawang,1,1,1,1,1,1067325,8.9,5,1
